,cid,name,atc_code
1111,1163,"2-[2-[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoylamino]propanoic acid",
1112,1164,"[5-(1,2-Dihydroxyethyl)-3,4-dihydroxyoxolan-2-yl] [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",
1113,1165,"[[5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4,5-trihydroxyoxan-2-yl) hydrogen phosphate",
1114,1166,"Glucose-uridine-C1,5'-diphosphate",
1115,1167,Uridine diphosphate-N-acetylgalactosamine,
1116,1168,"5-Acetamido-6-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",
1117,1169,UDP-N-acetylmuraminate,
1118,1170,"[3-Acetamido-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl] 3-hydroxytetradecanoate",
1119,1171,"[3-Amino-2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)oxan-4-yl] 3-hydroxytetradecanoate",
1120,1172,"[5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
1121,1173,"3,7,11,15,19,23,27,31,35,39,43-Undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaenyl dihydrogen phosphate",
1122,1174,Uracil,
1123,1175,Uric Acid,
1124,1177,Arabinofuranosyluracil,
1125,1178,"2-Propenoic acid, 3-(1H-imidazol-4-yl)-",
1126,1179,Uroporphyrinogen III,
1127,1180,"3-[8,13,18-Tris(2-carboxyethyl)-3,7,12,17-tetrakis(carboxymethyl)-2,3,13,23-tetrahydroporphyrin-2-yl]propanoic acid",
1128,1181,Ara-utp,
1129,1182,DL-Valine,
1130,1183,Vanillin,
1131,1184,"2-Methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",
1132,1185,CID 1185,
1133,1186,CID 1186,
1134,1187,CID 1187,
1135,1188,Xanthine,
1136,1189,9-beta-D-Ribofuranosylxanthine,
1137,1190,Xanthosine-monophosphate,
1138,1191,"9-[5-O-(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)pentofuranosyl]-3,9-dihydro-1H-purine-2,6-dione",
1139,1192,"1,5-Di-o-phosphonopent-2-ulose",
1140,1193,"(2,3,4,5-Tetrahydroxy-6-oxo-7-phosphonooxyheptyl) dihydrogen phosphate",
1141,1194,"3,4,5,6-Tetrahydropyridine-2-carboxylic acid",
1142,1195,Isopentenyl pyrophosphate,
1143,1196,"3,4-dihydro-2H-pyrrole-2-carboxylic acid",
1144,1197,2-Amino-6-[(4-hydroxy-4-oxobutanoyl)amino]heptanedioic acid,
1145,1198,Isocitric acid,
1146,1199,N-(3-chlorophenyl)-N-[(4-methylphenyl)sulfonyl]glycine,
1147,1200,"2-Amino-5-[[1-(carboxymethylamino)-3-[(9-hydroxy-7,8-dioxo-9,10-dihydrobenzo[a]pyren-10-yl)sulfanyl]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",
1148,1201,Calanolide,
1149,1202,CID 1202,
1150,1203,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",
1151,1204,Epibatidine,
1152,1205,"4-[2-(1,6-dimethylpiperidin-2-yl)ethenyl]-3-methyl-3a,4,4a,5,6,7,8,8a,9,9a-decahydro-3H-benzo[f][2]benzofuran-1-one",
1153,1206,DL-Methamphetamine,
1154,1207,Neurogard,
1155,1208,"1,2,3,4,5,6-Hexahydro-6,11-dimethyl-2,6-methano-3-benzazocin-8-ol",
1156,1209,Sdccgsbi-0051009.P002,
1157,1210,"Tubocurarine,d",
1158,1211,"7',12'-Dihydroxy-6,6'-dimethoxy-2,2',2'-trimethyltubocuraran-2'-ium",
1159,1212,2-(4-(1H-Tetrazol-5-yl)phenyl)-2-aminopropanoic acid,
1160,1213,"Octahydro-4,8a-dimethyl-4a(2H)-naphthol",
1161,1214,"1-Aminocyclobutane-1,3-dicarboxylic acid",
1162,1215,"1-(2,3-Dichlorophenyl)ethanamine",
1163,1216,2-Amino-5-phosphonopentanoic acid,
1164,1217,2-Amino-2-(3-hydroxyphenyl)acetic acid,
1165,1218,"6-Chloro-2,3,4,5-tetrahydro-1-phenyl-1H-3-benzazepine-7,8-diol",
1166,1219,"7-(Dipropylamino)-5,6,7,8-tetrahydronaphthalen-2-ol",
1167,1220,8-OH-Dpat,
1168,1221,alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONIC ACID,
1169,1222,alpha-Methyl-4-carboxyphenylglycine,
1170,1223,Bremazocine,
1171,1224,"3-Tert-butyl-2,3,4,4a,8,9,13b,14-octahydro-1h-benzo[6,7]cyclohepta[1,2,3-de]pyrido[2,1-a]isoquinolin-3-ol",
1172,1225,"6-Chloro-7,8-dihydroxy-3-allyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine",
1173,1226,"Piperidine-2,3-dicarboxylic acid",
1174,1227,1-Methyl-5-(pyridin-2-yl)pyrrolidin-2-one,
1175,1228,4-(3-Phosphonopropyl)piperazine-2-carboxylic acid,
1176,1229,"1-(4-Iodo-2,5-dimethoxyphenyl)propan-2-amine",
1177,1230,2-[6-(4-Chlorophenoxy)hexyl]oxirane-2-carboxylate,
1178,1231,2-(6-(4-Chlorophenoxy)hexyl)oxirane-2-carboxylic acid,
1179,1232,3-Amino-1-hydroxypyrrolidin-2-one,
1180,1233,Ibotenic acid,
1181,1235,"2,6-Methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-3-allyl-6,11-dimethyl-",
1182,1236,Niguldipine,
1183,1237,Normetanephrine,
1184,1238,Clorotepine,
1185,1239,(+/-)-Pindobind,
1186,1240,2-(N-Propyl-N-phenethylamino)-5-hydroxytetralin,
1187,1241,"3-Allyl-2,3,4,5-tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",
1188,1242,"2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine",
1189,1243,"8-Bromo-3-methyl-5-phenyl-2,3,4,5-tetrahydro-1H-benzo[d]azepin-7-ol",
1190,1244,CID 1244,
1191,1245,Vanillylmandelic acid,
1192,1246,"3-(cyclopropylmethyl)-4a-hydroxy-9-methoxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",
1193,1247,"18-Hydroxy-10,10,16,17-tetramethyl-6-propyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13)-tetraen-4-one",
1194,1248,"6-(6,6-Dimethyl-5,6,7,8-tetrahydro-1,3-dioxa-6-azonia-2H-cyclopenta[b]naphthalene-5-yl)-6,8-dihydrofuro[3,4-e]-1,3-benzodioxole-8-one",
1195,1249,"Flavan-3,3',4',5,5',7-hexol",
1196,1250,"Pyrrolo[2,3-b]indol-5-ol, 1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethyl-, (3aS-cis)-",
1197,1251,"2-(1,1,7-trimethyl-6-methylidene-3,4,5,7,8,9-hexahydro-2H-benzo[7]annulen-5-yl)benzene-1,4-diol",
1198,1252,"14-Hydroxy-6,6,10-trimethyl-13-oxatetracyclo[9.8.0.02,7.014,19]nonadeca-1(11),2(7),15,18-tetraen-17-one",
1199,1253,Selagine,
1200,1254,Menthol,
1201,1255,N-Norcodeine,
1202,1256,Perillic acid,
1203,1257,"5-Propyl-1,4,4a,6,7,8,8a,9-octahydropyrazolo[3,4-g]quinoline",
1204,1258,"9-Methyl-9-oxido-3-oxa-9-azatricyclo[3.3.1.0~2,4~]non-7-yl 3-hydroxy-2-phenylpropanoate",
1205,1259,"4-amino-N-[2-(8,11-dioxo-10-propan-2-yl-2-oxa-9,12-diazabicyclo[13.2.2]nonadeca-1(17),15,18-trien-13-yl)-2-hydroxyethyl]-N-(3-methylbutyl)benzenesulfonamide",
1206,1260,1-(4-butoxyphenyl)sulfonyl-N-hydroxy-4-(methanesulfonamido)pyrrolidine-2-carboxamide,
1207,1261,3-[2-Borono-2-[(2-phenylacetyl)amino]ethyl]benzoic acid,
1208,1262,CID 1262,
1209,1263,2-[4-Phenyl-2-(sulfanylmethyl)butanoyl]imino-2-[5-(tetrazol-1-ylmethyl)thiophen-2-yl]acetic acid,
1210,1264,(2-{[4-({4-[(4-Formylamino-1-methyl-1h-imidazole-2-carbonyl)-amino]-1-methyl-1h-imidazole-2-carbonyl}-amino)-1-methyl-1h-imidazole-2-carbonyl]-amino}-ethyl)-dimethyl-ammonium,
1211,1265,N-(2-(((2-(Dimethylamino)ethyl)amino)carbonyl)-1-methyl-1H-imidazol-4-yl)-4-(((4-(formylamino)-1-methyl-1H-imidazol-2-yl)carbonyl)amino)-1-methyl-1H-imidazole-2-carboxamide,
1212,1266,Aza-cyclooctadecosine-9-carbonitrile,
1213,1267,"31-Oxo-20-oxa-2,6,11,13-tetrazahexacyclo[19.6.2.12,5.115,19.09,13.024,28]hentriaconta-1(27),9,11,15(30),16,18,21(29),22,24(28),25-decaene-18-carbonitrile",
1214,1268,"2-[2-(Benzylamino)-2-oxo-1-[(2-phenylacetyl)amino]ethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",
1215,1269,N-[1-(1H-Imidazole-2-yl)-2-methylpropyl]-2-benzyl-4-hydroxy-5-[(tert-butoxycarbonyl)amino]-6-phenylhexanamide,
1216,1270,2-[[3-Amino-2-hydroxy-4-(4-nitrophenyl)butanoyl]amino]-4-methylpentanoic acid,
1217,1271,2-[Amino(carboxy)methyl]cyclopropane-1-carboxylic acid,
1218,1272,3-Formyl-2-[[(4-methylphenyl)sulfonylamino]methyl]pentanoic acid,
1219,1273,3-Formyl-2-[[(4-nitrophenyl)sulfonylamino]methyl]pentanoic acid,
1220,1274,"2-Amino-3,5-tetradecadiene",
1221,1275,naphth-2-oyl-DL-Val-DL-Pro-DL-Asn(Mes)-al,
1222,1276,3-Ethyl-1-(4-methylphenyl)sulfonyl-4-oxoazetidine-2-carboxylic acid,
1223,1277,"[5-Acetamido-4-hydroxy-6-(1,2,3-trihydroxypropyl)oxan-2-yl]phosphonic acid",
1224,1278,(4-Benzyl-piperidin-1-yl)-(5-amidinomethyl-3ah-indol-2-yl-methanone,
1225,1279,2-(4-benzylpiperidine-1-carbonyl)-3aH-indole-5-carboximidamide,
1226,1280,"6-methyl-4-(methylamino)-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",
1227,1281,[amino-[2-(1H-benzimidazol-2-ylmethyl)-3H-benzimidazol-5-yl]methylidene]azanium,
1228,1282,Hemi-babim,
1229,1283,"5-Iodo-5,6-dihydrouracil",
1230,1284,Propyl 6-(1-acetyloxyethyl)-7-oxo-4-thia-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate,
1231,1285,"6,14-Dimethyl-3-methylidene-2-oxo-3a,4,5,8,9,12,13,15a-octahydrocyclotetradeca[b]furan-10-carboxylic acid",
1232,1286,Dimethylmatairesinol,
1233,1287,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate",
1234,1288,(-)-Indolactam V (low PS),
1235,1289,N'-hydroxy-N-[1-(methylamino)-1-oxo-3-phenylpropan-2-yl]-2-(2-methylpropyl)butanediamide,
1236,1290,[[2-(4-Iodophenyl)acetyl]amino]methylphosphinic acid,
1237,1291,"4-(Ethylamino)-2-(2-methoxyethyl)-1,1-dioxo-3,4-dihydrothieno[3,2-e]thiazine-6-sulfonamide",
1238,1293,(R)-methanandamide,
1239,1294,2-[Chloro(methyl)phosphoryl]oxybutoxybenzene,
1240,1295,2-Diphenylmethylpyrrolidine,
1241,1296,"2-(3-Methoxyphenyl)-4-(methylamino)-1,1-dioxo-1,2,3,4-tetrahydro-1lambda~6~-thieno[3,2-e][1,2]thiazine-6-sulfonamide",
1242,1297,(RS)-4-Carboxy-3-hydroxyphenylglycine,
1243,1298,CID 1298,
1244,1299,"2-Amino-3-(5-fluoro-2,4-dioxopyrimidin-1-yl)propanoic acid",
1245,1300,"2-Amino-3-(5-iodo-2,4-dioxopyrimidin-1-yl)propanoic acid",
1246,1301,Sodium 2-(6-methoxynaphthalen-2-yl)propanoate,
1247,1302,2-(6-Methoxy-2-naphthyl)propionic acid,
1248,1303,Atrolactic acid,
1249,1304,"Methyl 2-amino-3-(3,7,11-trimethyldodeca-2,6,10-trienylsulfanyl)propanoate",
1250,1305,"5-[10-[(2-oxo-5,6,7,8-tetrahydro-1H-quinolin-5-yl)amino]decylamino]-5,6,7,8-tetrahydro-1H-quinolin-2-one",
1251,1306,"5-[12-[(2-oxo-5,6,7,8-tetrahydro-1H-quinolin-5-yl)amino]dodecylamino]-5,6,7,8-tetrahydro-1H-quinolin-2-one",
1252,1307,tert-butyl N-[1-(1-formamidoethylamino)-1-oxopropan-2-yl]carbamate,
1253,1308,5-(4-Carbamimidoyl-phenyl)-3-(3-carbamimidoyl-phenyl)-pentanoic acid methyl ester,
1254,1309,"6,7-Dimethoxy-3-(6-methyl-5,6,7,8-tetrahydro[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-2-benzofuran-1(3H)-one",
1255,1310,"1-Aminocyclopentane-1,3-dicarboxylic acid",
1256,1311,"6,7-dimethoxy-3-(2-methyl-3,4-dihydro-1H-isoquinolin-1-yl)-3H-2-benzofuran-1-one",
1257,1312,"(3,4-Dihydroxy-5-imidazo[2,1-f]purin-3-yloxolan-2-yl)methyl phosphono hydrogen phosphate",
1258,1313,"1,4-Dideoxy-1,4-iminohexitol",
1259,1314,"Acetamide, N-[3,3,3-trifluoro-2-oxo-1-(phenylmethyl)propyl]-",
1260,1315,"[5-[[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]-1,1,5,5-tetrafluoropentyl]phosphonic acid",
1261,1316,Dimethylphenylpiperazinium,
1262,1317,"1,10-Diaminodecane",
1263,1318,"1,10-Phenanthroline",
1264,1319,"Benzo(a)pyrene-7,8,9-triol, 7,8,9,10-tetrahydro-",
1265,1320,Anthrapurpurin,
1266,1321,"1,2-Didecanoylglycerol",
1267,1322,"1,2-Dimethylhydrazine",
1268,1323,"1,2-Dioctanoylglycerol",
1269,1324,"3-Hydroxypropane-1,2-diyl dioctadec-9-enoate",
1270,1325,"[5-Methyl-2,3,5-tris[(3,4,5-trihydroxybenzoyl)oxy]cyclohexyl] 3,4,5-trihydroxybenzoate",
1271,1326,Isocaffeine,
1272,1327,benzyl N-[4-methyl-1-[[3-[[4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]amino]-2-oxopropyl]amino]-1-oxopentan-2-yl]carbamate,
1273,1328,"1,3-Diethyl-8-phenylxanthine",
1274,1329,"8-Cyclopentyl-1,3-dipropylxanthine",
1275,1330,"1,3-Dipropyl-8-p-sulfophenylxanthine",
1276,1331,2-{2-[3-(2-Carbamimidoylsulfanyl-ethyl)-phenyl]-ethyl}-isothiourea,
1277,1332,CID 1332,
1278,1333,"(10-hydroxy-2,3,4,4a,5,6,7,8,8a,9a,10,10a-dodecahydro-1H-anthracen-9-ylidene)oxidanium",
1279,1334,CID 1334,
1280,1335,"2-(Hydroxymethyl)pyrrolidine-3,4-diol",
1281,1336,CID 1336,
1282,1337,"S,S'-(1,4-Phenylene-bis(1,2-ethanediyl))bis-isothiourea",
1283,1338,"4-(5-{4-[Dimethyl(prop-2-enyl)ammonio]phenyl}-3-oxopentyl)-N,N-dimethyl-N-prop-2-enylbenzenaminium",
1284,1339,benzyl N-[4-methyl-1-[2-[[[4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]amino]carbamoyl]hydrazinyl]-1-oxopentan-2-yl]carbamate,
1285,1340,"1,5-Isoquinolinediol",
1286,1341,"3-Ethenyl-6-hydroxy-3,4a,7,7,10a-pentamethyl-1-oxododecahydro-1H-naphtho[2,1-b]pyran-5-yl acetate",
1287,1342,1-Naphthylpiperazine,
1288,1343,"1-[(2R,4R)-2-(hydroxymethyl)-3,6-dioxabicyclo[3.1.0]hexan-4-yl]pyrimidine-2,4-dione",
1289,1344,1-(2-Aminoethyl)pyrrolidine,
1290,1345,1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide,
1291,1346,1-(2-Methoxyphenyl)piperazine,
1292,1347,"5-[2-(2,5-Dihydroxyphenyl)ethenyl]-2-hydroxybenzoic acid",
1293,1348,"1-Phthalazinamine, N-(3-chlorophenyl)-4-phenyl-",
1294,1349,CID 1349,
1295,1350,"[3,4-Dihydroxy-5-(2,4,6-trioxo-1,3-diazinan-1-yl)oxolan-2-yl]methyl dihydrogen phosphate",
1296,1351,1-[2-(2-Hydroxy-3-propionyl-6-fluorophenyl)cyclopropyl]-3-(5-bromo-2-pyridyl)urea,
1297,1352,1-(5-Isoquinolinylsulfonyl)-3-methylpiperazine,
1298,1353,"N-(1,2,3,9b-Tetrahydro-5-oxo-5H-pyrrolo[2,1-a]isoindole-9-yl)-N'-(2-pyridinyl)urea",
1299,1354,m-Chlorophenylbiguanide,
1300,1355,1-(3-Chlorophenyl)piperazine,
1301,1356,benzyl N-[4-methyl-1-oxo-1-[2-[[(3-phenylmethoxybenzoyl)amino]carbamoyl]hydrazinyl]pentan-2-yl]carbamate,
1302,1357,N-[2-hydroxy-3-(pyridin-2-ylsulfonylamino)propyl]-4-methyl-2-(3-phenylphenyl)pentanamide,
1303,1358,"N-[1-[(1-amino-3-methyl-1-oxobutan-2-yl)amino]-3-methyl-1-oxopentan-2-yl]-1-[2-[8-(2-amino-2-oxoethyl)-6,9-dioxo-2-oxa-7,10-diazabicyclo[11.2.2]heptadeca-1(15),13,16-trien-11-yl]-2-hydroxyethyl]pyrrolidine-2-carboxamide",
1304,1359,1-(2-Trifluoromethylphenyl)imidazole,
1305,1360,1-[6-(2-Chloro-4-methyxyphenoxy)-hexyl]-imidazole,
1306,1361,N-[1-[[2-hydroxy-3-[(4-phenoxyphenyl)sulfonylamino]propyl]amino]-4-methyl-1-oxopentan-2-yl]pyridine-4-carboxamide,
1307,1362,benzyl N-[4-methyl-1-[3-[[4-methyl-2-(phenylmethoxycarbonylamino)pentanoyl]amino]-4-oxopyrrolidin-1-yl]-1-oxopentan-2-yl]carbamate,
1308,1363,(2-Acetyloxy-3-hexadecanoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate,
1309,1364,2-[(2-Acetyloxy-3-hexadecanoyloxypropoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium,
1310,1365,"1-Allyl-3,7-dimethyl-8-sulfophenylxanthine",
1311,1366,1-Aminocyclohexanecarboxylic acid,
1312,1367,1-Aminobenzotriazole,
1313,1368,"1-Amino-1,3-dicarboxycyclohexan",
1314,1369,8-Anilino-1-naphthalenesulfonic acid,
1315,1370,"1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine",
1316,1371,"1-benzyl-N-hydroxy-3-(4-methoxyphenyl)sulfonyl-6-oxo-1,3-diazinane-4-carboxamide",
1317,1372,1-Benzyl-5-methoxy-2-methyl-1h-indol-3-yl)-acetic acid,
1318,1373,"2-(7-Aminoimidazo[4,5-b]pyridin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",
1319,1374,"2-(Hydroxymethyl)piperidine-3,4,5-triol",
1320,1375,ethyl N-[1-[2-[(4-aminobutylamino)carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]carbamate,
1321,1376,"(1-Hexadecoxy-3-hydroxypropan-2-yl) icosa-5,8,11,14-tetraenoate",
1322,1377,1-O-Hexadecyl-2-O-methyl-rac-glycero-3-phosphocholine,
1323,1378,2-[(3-Hexadecoxy-2-methoxypropoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium,
1324,1379,1-(Hexadecyloxy)-3-hydroxypropan-2-yl acetate,
1325,1380,1-O-Hexadecyl-2-O-methyl-rac-glycerol,
1326,1381,"[1-Decoxy-3-(2,2,2-trifluoroethoxy)propan-2-yl] methyl hydrogen phosphate",
1327,1382,"1-Hydroxy-2,3-dimethylanthracene-9,10-dione",
1328,1383,CID 1383,
1329,1384,CID 1384,
1330,1385,"1-Methyl ethyl 1-chloro-5-[[(5,6dihydro-2-methyl-1,4-oxathiin-3-yl)carbonyl]amino]benzoate",
1331,1386,CID 1386,
1332,1387,"1-Methyl-3-oxo-1,3-dihydro-benzo[c]isothiazole-5-sulfonic acid amide",
1333,1388,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",
1334,1389,"1-Methyl-5-[2-(phenoxymethyl)pyrrolidin-1-yl]sulfonylindole-2,3-dione",
1335,1390,1-Methylimidazole,
1336,1391,"6-amino-9-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-1-methyl-1H-purin-2(9H)-one",
1337,1392,Edelfosine,
1338,1393,3-Octadecyloxy-2-methoxypropylphosphonocholine,
1339,1394,1-Oleoyl-2-acetoyl-sn-glycerol,
1340,1395,CID 1395,
1341,1396,1-Phenylsulfonamide-3-trifluoromethyl-5-parabromophenylpyrazole,
1342,1397,"(4-Hydroxy-1-octadecanoyloxybutan-2-yl) icosa-5,8,11,14-tetraenoate",
1343,1398,"(1-Hydroxy-3-octadecanoyloxypropan-2-yl) icosa-5,8,11,14-tetraenoate",
1344,1399,"(3-Hydroxy-2-octadeca-9,12-dienoyloxypropyl) octadecanoate",
1345,1400,"1-(tert-Butyl)-3-(p-tolyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",
1346,1401,"1-(tert-Butyl)-3-(2-((4-(diethylamino)butyl)amino)-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl)urea",
1347,1402,[1-[[1-(2-Amino-3-phenylpropanoyl)pyrrolidine-2-carbonyl]amino]-2-(3-cyanophenyl)ethyl]boronic acid,
1348,1403,10-(2-(Diethylamino)propionyl)phenothiazine,
1349,1404,CID 1404,
1350,1405,CID 1405,
1351,1406,"11-Hydroxyicosa-5,8,12,14-tetraenoic acid",
1352,1407,"10-(3-Oct-2-enyloxiran-2-yl)deca-5,8-dienoic acid",
1353,1408,"11-[1-Hydroxy-2-(3-methylbutylamino)ethyl]-8-propan-2-yl-2-oxa-7,10-diazabicyclo[11.2.2]heptadeca-1(15),13,16-triene-6,9-dione",
1354,1409,7-[4-Hydroxy-2-(3-hydroxyoct-1-enyl)-6-oxooxan-3-yl]hept-5-enoic acid,
1355,1410,"3-Acetyl-3,12-dihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxyhexopyranoside",
1356,1411,"(6Ar,10ar)-1-hydroxy-6,6-dimethyl-3-pentyl-6a,7,10,10a-tetrahydro-6h-benzo[c]chromene-9-carboxylic acid",
1357,1412,"12,20-Dihydroxyicosa-5,8,10,14-tetraenoic acid",
1358,1413,"12-Hydroxyicosa-5,8,10,14-tetraenoic acid",
1359,1414,"12-Hydroxy-5,8,10 heptadecatrienoic acid",
1360,1415,Arachidonic acid omega-9 hydroperoxide,
1361,1416,11-(3-Pentyloxiran-2-yl)undec-9-enoic acid,
1362,1417,"(4,5,16,16-Tetramethyl-10-oxo-12-propyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),8(13),11,17-pentaen-6-yl) acetate",
1363,1418,"18-Amino-10,10,16,17-tetramethyl-6-propyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13)-tetraen-4-one",
1364,1419,"18-Azido-10,10,16,17-tetramethyl-6-propyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13),11-pentaen-4-one",
1365,1420,12-Methoxydodecanoic acid,
1366,1421,Oxocalanolide,
1367,1422,"10,10,16,17-Tetramethyl-6-propyl-18-sulfanyl-3,9,15-trioxatetracyclo[12.4.0.02,7.08,13]octadeca-1(14),2(7),5,8(13),11-pentaen-4-one",
1368,1423,7-[2-(Heptylamino)cyclopentyl]heptanoic acid,
1369,1424,"13-Hydroxyoctadeca-9,11-dienoic acid",
1370,1425,"13-Hydroxyoctadeca-6,9,11-trienoic acid",
1371,1426,"13-Hydroperoxyoctadeca-9,11-dienoic acid",
1372,1427,"13,14-Dihydro-15-keto PGF2a",
1373,1428,7-[3-Hydroxy-2-(3-hydroxyoctyl)-5-oxocyclopentyl]heptanoic acid,
1374,1429,"13-Oxoheptadeca-9,11-dienoic acid",
1375,1430,"5,12-Dihydroxyicosa-6,8,10-trien-14-ynoic acid",
1376,1431,"14,15-Epoxy-5,8,11-eicosatrienoic acid",
1377,1432,CID 1432,
1378,1433,N-(3-(Aminomethyl)benzyl)acetamidine,
1379,1434,"15-Hydroxyicosa-11,13-dienoic acid",
1380,1435,"15-Hydroxy-5,8,11,13,17-eicosapentaenoic acid",
1381,1436,15(R)-Hete,
1382,1437,15(S)-Hetre,
1383,1438,"15-Hydroperoxyicosa-11,13-dienoic acid",
1384,1439,"15-Hydroperoxyicosa-5,8,11,13,17-pentaenoic acid",
1385,1440,"15-Hydroperoxy-5,8,11,13-eicosatetraenoic acid",
1386,1441,"11-Hydroxy-9,15-dioxoprosta-5,13-dien-1-oic acid",
1387,1442,8-iso-15-keto Prostaglandin F2 alpha,
1388,1443,"15-Oxoicosa-5,8,11,13-tetraenoic acid",
1389,1444,7-(5-Oct-2-enylidene-4-oxo-1-cyclopent-2-enyl)-5-heptenoic acid,
1390,1445,"7-[3-Hydroxy-2-(3-hydroxy-4,4-dimethyloct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid",
1391,1446,"Heptadeca-1,9,16-trien-4,6-diyne-3,8-diol",
1392,1447,"Heptadeca-1,9,16-trien-4,6-diyn-3-ol",
1393,1448,"3-(dimethylamino)-6,14-dimethyl-2-oxo-3a,4,5,8,9,12,13,15a-octahydro-3H-cyclotetradeca[b]furan-10-carboxylic acid",
1394,1449,17-Octadecynoic acid,
1395,1450,7-[3-Hydroxy-2-(3-hydroxy-5-phenylpent-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid,
1396,1451,Eston,
1397,1452,"2-[(17-hydroxy-10,13,17-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-ylidene)amino]oxyacetic acid",
1398,1453,"15(R),19(R)-hydroxy Prostaglandin E2",
1399,1454,"7-[2-(3,7-Dihydroxyoct-1-enyl)-3,5-dihydroxycyclopentyl]hept-5-enoic acid",
1400,1455,Pocapavir,
1401,1456,"1h-[1,2,4]Oxadiazolo[4,3-a]quinoxalin-1-one",
1402,1457,"Benz[a]anthracene-2,3,4-triol, 1,2,3,4-tetrahydro-",
1403,1458,"5-(6-Aminopurin-9-yl)-2-(hydroxymethyl)-4-methoxy-3,4,5-trimethyloxolan-3-ol",
